lemma	pos	def
ἀπάγω	verb	to lead away | to carry off, abduct, kidnap | to retire, withdraw, march away | to bring back, bring home | to pay back
ἀπάθεια	noun	want of sensation, impassibility | (of persons) insensibility, apathy (among the Stoics) calmness, dispassionateness | absence of suffering or pain
ἀπάνευθε	adv	from afar | far off | aside, apart
ἀπάνευθε	prep	without
ἀπάντησις	noun	escort | meeting in argument | reply | steadfastness in face of opposition
ἀπάτη	noun	deceit; fraud
ἀπάτωρ	adj	(of deities) not having a father; without a father | (of people) fatherless; orphaned | disowned or disinherited by one's father | without someone as father [with genitive] | having an unknown father
ἀπέλεθρον	adv	immeasurably far
ἀπέλεθρος	adj	(Epic) immeasurable
ἀπέναντι	adv	opposite
ἀπέρχομαι	verb	(with genitive) to go away from, depart from (when used with εἰς (eis), departure at one place and arrival at another is implied) | (with genitive) to go away from, depart from (absolute) | (with genitive) to go away from, depart from (with participle) | (with genitive) to go away from, depart from to depart from life
ἀπέταλος	adj	stripped of leaves, aphyllous, leafless
ἀπέτηλος	adj	Ionic spelling of ᾱ̓πέτᾰλος (āpétălos)
ἀπέχω	verb	(active voice) to keep off or away from | (middle voice) to keep oneself off or away from | (active voice, intransitive) to be away from, to be far from [with genitive ‘from something or someone’] | (active voice) to receive in full, to have all of
ἀπήμων	adj	unhurt, unharmed, free from distress, free from harm | not harmful, innocuous
ἀπήνη	noun	four-wheel wagon drawn by mules | any car or chariot, any conveyance
ἀπίστως	adv	beyond belief | distrustfully, suspiciously
ἀπαγγέλλω	verb	(of a messenger, transitive, ditransitive) to bring tidings, report, announce [with accusative ‘something’ and dative ‘to someone’] (of a speaker or writer, transitive) to report, relate, narrate | (of a messenger, transitive, ditransitive) to bring tidings, report, announce [with accusative ‘something’ and dative ‘to someone’] (transitive) to recite, declaim | (transitive) to explain, interpret
ἀπαγχονάω	verb	synonym of ἀπαγχονίζω (apankhonízō, “hang by a noose, strangle”)
ἀπαγχονέω	verb	synonym of ἀπαγχονίζω (apankhonízō, “hang by a noose, strangle”)
ἀπαγχονίζω	verb	to hang by a noose, strangle | to release form a noose
ἀπαθής	adj	without sensation or suffering without experience of unpunished | without sensation or suffering without passion or feeling, unemotional, insensible, apathetic (of things) not liable to change, impassive | without sensation or suffering exciting no feeling, making no impression, unexciting
ἀπαιτέω	verb	(transitive) to demand back, demand in payment | (transitive) to require | (passive voice) (of persons, transitive) to have something demanded of one | (passive voice) (of persons, intransitive) to yield to a request | (passive voice) (of things, intransitive) to be demanded
ἀπακριβόω	verb	to created, finish, develop in a perfect or high manner | (mediopassive voice) to finish, complete, make perfect
ἀπαλθαίνομαι	verb	(medicine) to heal thoroughly, completely
ἀπαλλάσσω	verb	to set free, release, deliver | to depart
ἀπαλλαγή	noun	deliverance, release, relief, riddance | divorce | escape, departure | (Byzantine) storage room, depot
ἀπαμείβομαι	verb	(transitive) to answer, reply to
ἀπανίστημι	verb	to send away | (passive voice) to get up and go
ἀπαντάω	verb	to meet [with dative]
ἀπαξιόω	verb	to deem unworthy, disown, banish
ἀπαράσκευος	adj	without preparation, unprepared
ἀπαρέσκω	verb	to be disagreeable [with dative ‘to’] | (middle voice) to show displeasure
ἀπαρίνη	noun	cleavers (Galium aparine)
ἀπαραίτητος	adj	(of gods or persons) not to be moved by prayer, inexorable, implacable | (of punishments, etc.) not to be averted by prayers, inevitable, unmerciful, unpardonable | not to be evaded, indispensable, irresistible
ἀπαρασκεύαστος	adj	unprepared
ἀπαρνέομαι	verb	to deny utterly | to reject
ἀπασχολέω	verb	to leave one no leisure, keep one busy or occupied or engrossed
ἀπασχόλησις	noun	(rare) interruption in an occupation
ἀπατάω	verb	to deceive
ἀπατηλός	adj	synonym of ἀπατήλιος (apatḗlios, “guileful, wily”)
ἀπαυράω	verb	to wrest (something) from (someone), rob (someone) of (something)
ἀπειθέω	verb	to disobey
ἀπεικότως	adv	unreasonably
ἀπειλέω	verb	to threaten
ἀπειλή	noun	(mostly in the plural) boastful promises, boasts | (mostly in the plural) threat, menace, threatening condition
ἀπειλητικός	adj	intimidating, threatening, menacing
ἀπειρέσιος	adj	boundless, immense | countless
ἀπειρία	noun	lack of skill, inexperience, ignorance
ἀπειρία	noun	infinity | eternity
ἀπειροτέλειος	adj	infinitely perfect
ἀπελευθερόω	verb	to emancipate, set free
ἀπελεύθερος	noun	freedman
ἀπελλόν	noun	(hapax legomenon) black poplar
ἀπεράω	verb	to vomit, disgorge
ἀπερίοπτος	adj	unregarding, reckless [with genitive ‘of’]
ἀπευθής	adj	(passive voice) Not inquired into, unknown | (active voice) Not inquiring, ignorant
ἀπεχθάνομαι	verb	to be hated, incur hatred | to be or become hateful to | to cause hatred
ἀπεύχομαι	verb	to wish away, wish it may not happen | to reject, despise | to avert by prayer
ἀπεῖπον	verb	to speak out; to tell out; to declare | to deny; to refuse | to forbid | to renounce; to disown; to give up | to give up; to be worn out; to fail
ἀπηνής	adj	ungentle, harsh, rough, hard
ἀπιστέω	verb	to disbelieve, doubt | to distrust, mistrust | (Koine) to betray a trust, be unfaithful
ἀπιστία	noun	unbelief, distrust, lack of confidence, doubt
ἀπιχθυόομαι	verb	to become a fish
ἀπληστία	noun	insatiate desire, greediness (of something: [with genitive])
ἀπο-	prefix	Indicating movement: away, from, off | Indicating breaking one part from another: un-, asunder, apart, off | Indicating ending or finishing, or almost like the negative ᾰ̓- (ă-, “not”), especially in adjectives | back, again | Simply emphasizing the meaning of the verb | because of, owing to
ἀποίχομαι	verb	to be gone, be absent | to stay away from, abandon | to be dead
ἀποαίνυμαι	verb	(Epic) to strip off, remove, deprive of
ἀποβάθρα	noun	(nautical) ladder for disembarking, gangway
ἀποβάλλετε	verb	second-person plural indicative/imperative present active of ᾰ̓ποβᾰ́λλω (ăpobắllō)
ἀποβάλλω	verb	to throw away, discard | to lose | (Byzantine) to march out | (Byzantine, medicine, middle voice) to miscarry (involuntarily abort a fetus)
ἀποβαίνω	verb	to go away, depart, leave | to alight (from a chariot) | to disembark (from a ship)
ἀποβασιλεύς	noun	ex-king
ἀπογίγνομαι	verb	to be away from; to have no part in [with genitive] | to be taken away | to be away; to be absent | to depart from; to die out of | to be dead | to be lost
ἀποδίδωμι	verb	to give up or back, restore, return, to render what is due, pay to assign to refer to one, as belonging to his department | to give up or back, restore, return, to render what is due, pay to return, render, yield | to give up or back, restore, return, to render what is due, pay to concede, allow, to suffer or allow a person to do | to give up or back, restore, return, to render what is due, pay (like ἀποδείκνυμι (apodeíknumi)) to render or make to exhibit, display | to give up or back, restore, return, to render what is due, pay to deliver over, give up | to give up or back, restore, return, to render what is due, pay to bring to a conclusion, wind it up | to give up or back, restore, return, to render what is due, pay to render, give an account, to define, interpret | to give up or back, restore, return, to render what is due, pay to attach or append, make dependent upon | to give up or back, restore, return, to render what is due, pay to affirm | (intransitive) to increase to return, recur | (intransitive) to increase (in rhetoric and grammar) to be construed with, refer to | (middle voice) to give away of one's own will, to sell
ἀποδασμός	noun	division (part of a whole)
ἀποδείκνυμι	verb	to demonstrate, point out, show | to proclaim, appoint
ἀποδεικτικός	adj	affording proof, demonstrative | explanatory | scientifically minded, exact | (nominalized, neuter plural) sights, attractions
ἀποδημητής	noun	one who goes abroad, expat
ἀποδιαλύω	verb	to dissipate, dissolve | to confute utterly
ἀποδιδράσκω	verb	to run away, escape | to flee, shun (with accusative)
ἀποδοχή	noun	receiving back | acceptance
ἀποδύω	verb	(transitive) to strip off (something from someone)
ἀποζῶ	verb	to live off; to make a living from | to live out (one’s life)
ἀποθέωσις	noun	apotheosis, deification
ἀποθήκη	noun	repository, storehouse, warehouse
ἀποθετικός	adj	completing (e.g. a thought) | (of verbs) deponent
ἀποθεόω	verb	to deify
ἀποθλίβω	verb	to squeeze out
ἀποθνῄσκω	verb	strengthened form of θνῄσκω (thnēískō) with the same meaning to die | strengthened form of θνῄσκω (thnēískō) with the same meaning to be killed, put to death, slain: serves as passive of ἀποκτείνω (apokteínō)
ἀποικία	noun	colony
ἀποικίζω	verb	to send away from home | to colonize (begin a new colony) | (passive voice) to be settled in a far land, to emigrate
ἀποκάλυψις	noun	uncovering, revelation, disclosure
ἀποκαθίστημι	verb	to restore, reestablish, reinstate, return to a prior condition (medicine) to restore to health, cure | to restore, reestablish, reinstate, return to a prior condition (military, of troop units) to restore formation | to hand over, deliver, pay dues | (astrology, of planets) to complete a revolution | (of islands) to be disconnected from the mainland
ἀποκαλυπτικός	adj	revealing, illuminating, uncovering
ἀποκαλύπτω	verb	to reveal
ἀποκατάστασις	noun	restoration, re-establishment | reversal, return (astrology) return of the stars to the same position as the prior year | recovery | (Christianity, theology) restoration of all things to harmony and the intended order outlined by God
ἀποκαταστατικός	adj	returning, bringing back | of or pertaining to restitution, restoral
